seri;model;titles;year;km;color;prices;date;location
Panamera;Panamera 4S;PORSCHE PANAMERA 4S 400HP V8 PDK - TÜRKİYEDEKİ EN DOLU ARAÇ!!!;2012;218.000;Beyaz;3.550.000 TL;"12 Şubat
2023";"İzmir
Gaziemir"
Panamera;Panamera Diesel;BAYİ ÇIKIŞLI COK TEMIZ PANEMERA;2012;235.000;Siyah;2.290.000 TL;"12 Şubat
2023";"İzmir
Beydağ"
Taycan;4S Performance Plus;İMPERİAL MOTORS 2021 PORSCHE TAYCAN 4S PERFORMANCE PLUS BOSE;2021;25.000;Siyah;4.900.000 TL;"12 Şubat
2023";"Ankara
Çankaya"
Panamera;Panamera Turbo;LİON MOTORS-2011 PANAMERA 4.8TURBO-BRMSTR-IST­MA-NAVİ-CHRNO-PERDE;2011;190.000;Siyah;3.500.000 TL;"12 Şubat
2023";"İstanbul
Kadıköy"
Panamera;Panamera Diesel;ARSLAN OTOMOTİV/BAYİ ÇIKIŞLI/300HP/­EDITİON/BOSE/­CARBON/4BÖLGE/;2015;160.000;Siyah;3.725.000 TL;"12 Şubat
2023";"Afyonkarahisar
Merkez"
Taycan;Turbo;ELEKTRO MOTORS TAYCAN TURBO SIFIR AYARINDA BAYİ;2020;6.100;Beyaz;5.700.000 TL;"12 Şubat
2023";"İstanbul
Büyükçekmece"
911;Turbo S;DIACO UNIVERSAL - 2022 PORSCHE 911 TURBO S - AERO BODYKIT;2022;6.911;Gri;22.400.000 TL;"12 Şubat
2023";"İstanbul
Beşiktaş"
Taycan;4S Performance Plus;2025'e kadar Doğuş Garantili Sahibinden Arka-aks, yolcu ekranı;2020;19.521;Gri;5.090.000 TL;"12 Şubat
2023";"İstanbul
Bahçelievler"
911;Carrera 4S;2007 MODEL PORSCHE 911 (997) CARRERA 4S TEMİZ VE BAKIMLI;2007;172.000;Siyah;2.100.000 TL;"11 Şubat
2023";"İstanbul
Bakırköy"
Panamera;Panamera Diesel;İÇİ DIŞI ÇOK GÜZEL VE TEMİZ BAKIMLI SIFIR GİBİ TEMİZZ;2012;192.000;Beyaz;2.500.000 TL;"11 Şubat
2023";"Eskişehir
Odunpazarı"
Taycan;4 Cross Turismo;2022-DOĞUŞ-TAYCAN 4 CROSS TURISMO-SOĞUTMA-360 KAMRA-AİRMATİC;2022;6.161;Siyah;6.350.000 TL;"11 Şubat
2023";"Trabzon
Ortahisar"
Taycan;4S Performance Plus;PORSCHE TAYCAN 4S PERFORMANCE PLUS-BAYİ-HATASIZ;2020;14.500;Beyaz;5.250.000 TL;"11 Şubat
2023";"Samsun
Atakum"
Panamera;Panamera 4S;2011 PANAMERA 4S CHRONO PDK AİRMATİC BAYİ DAHA DOLUSU YOK;2011;122.500;Beyaz;3.050.000 TL;"11 Şubat
2023";"İstanbul
Büyükçekmece"
911;Turbo S;'GALATA' 2013 PORSCHE 911 TURBO S COUPE 35.000KM..;2013;35.500;Siyah;8.750.000 TL;"11 Şubat
2023";"İstanbul
Beyoğlu"
Panamera;Panamera Diesel;***ERY motors*** PORSCHE PANAMERA + BOYASIZ + BAYİİ TAKAS OLUR;2012;174.000;Beyaz;3.120.000 TL;"11 Şubat
2023";"Antalya
Alanya"
Panamera;Panamera Diesel;-A Y Ş İ T-2015PORSCHE PANAMERA BAYİİ(125.000KM-­BOYASIZ-HATASIZ);2015;125.000;Siyah;4.400.000 TL;"11 Şubat
2023";"Gaziantep
Şehitkamil"
Panamera;Panamera Diesel;AYŞİT OTOMOTİV-2013-CH­RONO-AIRMATIC-SOĞ­UTMA-VAKUM-VERGİ BARIŞLI;2013;220.000;Siyah;2.795.000 TL;"11 Şubat
2023";"Gaziantep
Şehitkamil"
Taycan;4S Performance Plus;2021 TAYCAN 4S P.PLUS / BAYİ 16.000 KM - BOSE CHRONO 571 HP;2021;16.000;Lacivert;5.350.000 TL;"11 Şubat
2023";"İstanbul
Bakırköy"
Boxster;Boxster;'' ANL MOTORS '' 2011 PORSCHE BOXSTER 2.7 PDK/BAYİ/ISITMA;2011;99.000;Sarı;1.625.000 TL;"11 Şubat
2023";"İstanbul
Bayrampaşa"
Taycan;Turbo S;TEAM AKSOY GARAGE 2020 PORSCHE TAYCAN TURBO S;2020;34.117;Gri;6.420.000 TL;"11 Şubat
2023";"İzmir
Bornova"
Panamera;Panamera 4;-AKGÜN-2021 PORSCHE PANAMERA 4 3.0 V6 SOĞUTMA-BOSE AIRMATIC-;2021;25.230;Siyah;8.350.000 TL;"11 Şubat
2023";"Ankara
Çankaya"
Panamera;Panamera 4;İMPERİAL MOTORS 2011 PANEMARA 4 VERGİ BARIŞLI 4 X 4;2011;175.000;Siyah;1.975.000 TL;"11 Şubat
2023";"Ankara
Çankaya"
Panamera;Panamera Diesel;SAHİBİNDEN EMSALSİZ;2012;302.000;Beyaz;2.690.000 TL;"11 Şubat
2023";"Ankara
Keçiören"
Panamera;Panamera Diesel;MST motors panamera;2012;226.000;Beyaz;2.090.000 TL;"11 Şubat
2023";"Mersin
Yenişehir"
Panamera;Panamera 4 - 10 Years Edition E-Hybrid;Sahibinden;2020;29.450;Siyah;9.200.000 TL;"11 Şubat
2023";"Tekirdağ
Çorlu"
Panamera;Panamera Diesel;REDLINE GARAGE 2012 MODEL PORSCHE PANAMERA DIESEL BAYİ;2012;80.000;Kahverengi;3.780.000 TL;"11 Şubat
2023";"Antalya
Kepez"
;;;;;;;;
Panamera;Panamera Diesel;150000 KM. HİÇ HATASIZ BOYASIZ TREMERSİZ;2013;150.000;Siyah;3.675.000 TL;"11 Şubat
2023";"Giresun
Görele"
Panamera;Panamera 4S;Aracımız masrafsizdir takas açik jep tarzi elektrik araçlar;2011;189.900;Beyaz;2.398.000 TL;"11 Şubat
2023";"Antalya
Muratpaşa"
Panamera;Panamera;Business Class- 2021 Panamera - Vakum - Keyless - Chrono;2021;10.000;Beyaz;8.300.000 TL;"11 Şubat
2023";"İstanbul
Kadıköy"
Panamera;Panamera 4S Diesel;2016 4S DİESEL 4K ISITMA ARKA AKS AIRMATİC 21 JANT BAYİ;2016;71.000;Gri;7.950.000 TL;"11 Şubat
2023";"Ankara
Akyurt"
Panamera;Panamera Diesel;SORMOT 13ÇIKIŞLI PANEMERA MARSALA CHORONO AİR BOSE SOĞUTMA;2012;218.000;Siyah;2.750.000 TL;"11 Şubat
2023";"İstanbul
Üsküdar"
Taycan;Turbo S;-VEGAS MOTORS-2020PORSCHE TAYCAN TURBOS BRABUS A.AKS SERAMİK AİR;2020;6.200;Beyaz;7.500.000 TL;"11 Şubat
2023";"İstanbul
Kadıköy"
911;GT2 RS;2018 MODEL PORSCHE GT2RS WEISSACH CLUBSPORT SERAMİK BAYİ;2018;6.150;Gümüş Gri;15.500.000 TL;"11 Şubat
2023";"İstanbul
Ümraniye"
718;Cayman;"Business Class- 2018 Cayman Bayi - Tebeşir Gri - 20""jant - Bose";2018;34.000;Gri;3.250.000 TL;"11 Şubat
2023";"İstanbul
Kadıköy"
Panamera;Panamera 4;PORSCHE PANAMERA 145.000 km PUSULA CARBON;2011;145.000;Siyah;2.250.000 TL;"11 Şubat
2023";"İstanbul
Çekmeköy"
Panamera;Panamera 4 E-Hybrid;ERCAR MOTORS 2020 PORSCHE PANAMERA E-HYBRİD-BO­SE-SOĞUTMA;2020;40.000;Siyah;8.600.000 TL;"11 Şubat
2023";"İstanbul
Beşiktaş"
911;Carrera S;SS MOTORS 2006 911 CARRERA S-CHRONO-BOSE-GERİ GÖRÜŞ-HAFIZA;2006;126.400;Siyah;2.125.000 TL;"11 Şubat
2023";"İstanbul
Şişli"
911;Carrera 4S;SS MOTORS BAYİ 2013 911 CARRERA 4S-CHRONO-SOĞUT­MA-BOSE-36.497 KM;2013;36.497;Siyah;6.100.000 TL;"11 Şubat
2023";"İstanbul
Şişli"
Cayman;Cayman;Sahibinden 2.9 Siyah-Bej 76.000'de Doğuş Çıkış PDK-Chrono-Borla;2011;76.000;Siyah;2.300.000 TL;"11 Şubat
2023";"İstanbul
Tuzla"
911;Turbo S;BARAN MOTORS 2020 PORSCHE 911 TURBO S GT SILVER TRUFFEL;2020;6.500;Gümüş Gri;18.600.000 TL;"11 Şubat
2023";"İstanbul
Beşiktaş"
Taycan;4S Performance Plus;BOYASIZ DEĞİŞENSİZ TRAMERSİZ PORSCHE TAYCAN 4S ELECTİRİC;2020;37.670;Beyaz;5.100.000 TL;"11 Şubat
2023";"Düzce
Merkez"
Panamera;Panamera Diesel;ELİTE CAR'S 2013 PANAMERA DİESEL BAYİ-MATRİX F-A.KLİMA-VAKUM K.;2013;236.000;Beyaz;3.290.000 TL;"11 Şubat
2023";"Ankara
Akyurt"
911;Carrera 4 GTS;2022 PORSCHE 911 CARRERA 4 GTS+SOĞUTMA+DISTR­ONC+AIRMATC+SPOR EGS;2022;6.001;Siyah;13.950.000 TL;"11 Şubat
2023";"Eskişehir
Odunpazarı"
Panamera;Panamera Diesel;KUZEY MOTORS - 2013 - YENİ KASA - MARSALA - SGTMA - VKM;2013;195.000;Beyaz;3.300.000 TL;"11 Şubat
2023";"İstanbul
Kadıköy"
Taycan;4S Performance Plus;PORCSHE TAYCAN 4S PERFORMANCE || PLUS EN FULL 571 HP;2021;7.000;Lacivert;7.500.000 TL;"11 Şubat
2023";"Giresun
Bulancak"
Cayman;S;MERKAR - 2011 PORSCHE CAYMAN S PDK 310HP;2011;85.369;Beyaz;1.965.000 TL;"11 Şubat
2023";"İstanbul
Bakırköy"
Taycan;Taycan;''SYL GROUP'' 2021 TAYCAN +BOSSE+SOGUTMA+HEAD UP+YOLCU EKRANI+;2021;6.005;Siyah;5.300.000 TL;"11 Şubat
2023";"İstanbul
Bağcılar"
Panamera;Panamera 4;HATASIZ BOYASIZ TRAMERSİZ BAYİİ PANAMERA 4 2011;2011;201.000;Beyaz;2.210.000 TL;"11 Şubat
2023";"Denizli
Sarayköy"
911;GT3;YENİKÖY MOTORS 2021 PORSCHE GT3 4.0 - LIFTING - SERAMİK;2021;8.000;Mavi;18.500.000 TL;"11 Şubat
2023";"İstanbul
Sarıyer"
Cayman;Cayman;KUZEY MOTORS - 2007 - DOĞUŞ - BOSE - CHRONO - ISITMA;2007;155.000;Füme;1.395.000 TL;"11 Şubat
2023";"İstanbul
Kadıköy"
Panamera;Panamera Diesel;SAHİBİNDEN 2013 PANAMERA FULL BAYİ ÇIKIŞLI - KAZASIZ;2013;191.000;Beyaz;3.050.000 TL;"11 Şubat
2023";"İstanbul
Beşiktaş"
;;;;;;;;
911;Turbo;İlk sahibi Doğuş çıkışlı;2002;146.000;Gümüş Gri;3.650.008 TL;"11 Şubat
2023";"Ankara
Çankaya"
911;Carrera 4;Sahibinden 111.000 KM Koleksiyonluk Porsche 911 Carrera 4;2000;111.000;Gümüş Gri;1.395.000 TL;"11 Şubat
2023";"Ankara
Çankaya"
911;Targa 4S;ARES'DEN 2007 911 TARGA 4S;2007;159.550;Siyah;2.650.000 TL;"11 Şubat
2023";"Ankara
Çankaya"
Panamera;Panamera Diesel;UGR MOTORS 2012 PANAMERA İÇİ KIRMIZI / CHRONO / KARBON /BAYİ;2012;242.000;Siyah;2.250.000 TL;"10 Şubat
2023";"Ankara
Çankaya"
Panamera;Panamera 4S;PORSCHE PANAMERA 4S_2011_238.00­0KM_CARACTERE BODY KİT_HATASIZ;2011;238.000;Beyaz;2.350.000 TL;"10 Şubat
2023";"Antalya
Muratpaşa"
911;Turbo S;ŞAMNU' DAN 2016 PORSCHE 911 TURBO-S AERO PAKET BAYİ;2016;39.000;Siyah;11.750.000 TL;"10 Şubat
2023";"İstanbul
Kadıköy"
Panamera;Panamera 4;2011 PANAMERA 4 HATASIZ BOYASIZ 180.000 KM KARBON BOSE CHRONO;2010;180.000;Beyaz;3.125.000 TL;"10 Şubat
2023";"İstanbul
Beyoğlu"
Boxster;S;2002 PORSCHE BOXSTER S MANUEL EMSALSİZ;2002;93.000;Siyah;1.400.000 TL;"10 Şubat
2023";"Adana
Seyhan"
Taycan;Turbo S;2020 BAYİ PORSCHE TAYCAN TURBO S 761 BG AIR MATIC FULL+FULL;2020;6.005;Siyah;6.500.000 TL;"10 Şubat
2023";"İstanbul
Kadıköy"
Panamera;Panamera Diesel;*** ESA MOTORS *** PORSCHE PANAMERA MAKYAJLI 3.0 DİESEL BAYİ AİR;2013;195.000;Beyaz;3.500.000 TL;"10 Şubat
2023";"İstanbul
Esenyurt"
911;Carrera 4S;Caretta'dan Bayi Çıkışlı Carbon Turbo Facelift Porsche 911;2006;81.000;Siyah;2.399.900 TL;"10 Şubat
2023";"İstanbul
Ataşehir"
Panamera;Panamera Diesel;ÜÇBEY AUTO'DAN_2012_PORS­CHE_PANAMERA_GTS_Aİ­R_PUSULA_V.BARIŞLI;2012;200.000;Beyaz;2.749.000 TL;"10 Şubat
2023";"Ankara
Akyurt"
Panamera;Panamera 4 E-Hybrid;GEPARD-NEW PANAMERA 4 E-HYBRID SPORT TURISMO PLATINUM EDITION;2022;6.001;Siyah;13.250.000 TL;"10 Şubat
2023";"İstanbul
Beşiktaş"
Taycan;4S Performance Plus;CARMIX MOTORS 2020 PORSCHE TAYCAN 4 S PERFORMANCE PLUS HATASIZ;2020;31.938;Beyaz;4.670.000 TL;"10 Şubat
2023";"İstanbul
Beşiktaş"
Panamera;Panamera 4 E-Hybrid;EREN OTOMOTİVDEN 2019 PORSCHE PANEMERA 4 E-HYBRİD+ISI­TMA+SOĞUTMA;2019;37.000;Siyah;8.780.000 TL;"10 Şubat
2023";"İzmir
Gaziemir"
Taycan;Turbo;OTOBİYOGRAFİ 2020 PORSCHE TAYCAN TURBO 21 JANT SOĞUTMA ARKA AKS;2020;23.000;Beyaz;5.550.000 TL;"10 Şubat
2023";"İstanbul
Kadıköy"
Taycan;Turbo S;2020/ARKA AKS/YOLCU EKRN/4 ISITMA+SĞTM/AİRMA­TİC/MASAJ/GARANTİ;2020;45.000;Siyah;5.850.000 TL;"10 Şubat
2023";"İstanbul
Esenyurt"
Taycan;4S Performance Plus;HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS+CHRONO+SOĞUTMA;2020;18.000;Siyah;5.290.000 TL;"10 Şubat
2023";"İstanbul
Kadıköy"
Cayman;Cayman;ÖZÖN'DEN PORSCHE CAYMAN 2013 ISITMA/SABİTLEME/F­1/BLUETOOTH/XENON;2013;69.000;Siyah;2.475.000 TL;"10 Şubat
2023";"İstanbul
Çekmeköy"
Boxster;Boxster;ATASOY 1998 PORSCHE 986 2.5 BOXSTER SORUNSUZ;1998;180.832;Gri;795.000 TL;"10 Şubat
2023";"Ankara
Gölbaşı"
Taycan;4S Performance;TARGET MOTORS 2020 PORSCHE TAYCAN 4S Y.YOLCU+MİSSİON E+360;2020;6.735;Beyaz;5.340.000 TL;"10 Şubat
2023";"İstanbul
Beşiktaş"
Taycan;Turbo;NARİN'DEN 2021 PORSCHE TAYCAN TURBO CHRONO 680 HP BAYİ ÇIKIŞLI;2021;22.658;Gri;6.300.000 TL;"10 Şubat
2023";"İstanbul
Beşiktaş"
Panamera;Panamera 4;YABANCIDAN YABANCIYA;2011;190.000;Siyah;705.000 TL;"10 Şubat
2023";"İstanbul
Başakşehir"
Cayman;Cayman;Sahibinden 2008 Porsche Cayman Chrono paket-Alkantr­a-Değişensiz;2008;147.000;Beyaz;1.470.000 TL;"10 Şubat
2023";"Ankara
Çankaya"
Panamera;Panamera Diesel;VHT AUTO I PORSCHE PANAMERA MAKYAJLI 3.0 DİESEL;2013;178.000;Siyah;3.550.000 TL;"10 Şubat
2023";"Kocaeli
İzmit"
Taycan;Taycan;İÇKALE OTOMOTİV'den 2022 Model 2023 Çıkışlı PORSCHE TAYCAN;2022;6.001;Beyaz;6.950.000 TL;"10 Şubat
2023";"İzmir
Gaziemir"
Taycan;4S Performance Plus;TARGET MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS BAYİ;2020;13.870;Beyaz;5.500.000 TL;"10 Şubat
2023";"İstanbul
Beşiktaş"
Panamera;Panamera 4 - 10 Years Edition;BDK'DAN HATASZ PORSCHE PANAMERA4 10YEARS EDİTİON BAYİİ 14.600 KM;2019;14.600;Kahverengi;8.450.000 TL;"10 Şubat
2023";"İstanbul
Sancaktepe"
Taycan;Turbo;AZA CAR 2022 PORSCHE TAYCAN TURBO FULL;2022;6.666;Siyah;8.200.000 TL;"10 Şubat
2023";"İstanbul
Başakşehir"
Taycan;4S Performance Plus;DE CE GRUP 2020 TAYCAN 4S P.P HEAD UP ARKA AKS ACC BOSE AİRMATİC;2020;19.500;Gri;4.160.000 TL;"10 Şubat
2023";"İstanbul
Ümraniye"
Panamera;Panamera Diesel;Bayii çıkışlı;2015;61.500;Beyaz;4.375.000 TL;"10 Şubat
2023";"Bursa
Nilüfer"
Boxster;Boxster;2011 PORSCHE BOXSTER -DOĞUŞ - İLK SAHİBİ SERVİS KAYITLI HATASIZ;2011;88.211;Beyaz;2.200.000 TL;"10 Şubat
2023";"İzmir
Konak"
911;Carrera 4S;'X-CLUSIVE' 2009 PORSCHE 911 CARRERA 4S - YETKİLİ BAKIM;2009;50.000;Beyaz;1.950.000 TL;"10 Şubat
2023";"İstanbul
Sarıyer"
Panamera;Panamera S Hybrid;Kusursuz temizlikte A+ kondisyonda garaj aracı;2012;127.000;Siyah;4.050.000 TL;"10 Şubat
2023";"Ordu
Altınordu"
Taycan;4 Cross Turismo;2022 BAYİ ÇIKIŞ PORSCHE TAYCAN 4 CROSS TURISMO 21'JANT SPOR SES;2022;6.500;Gri;5.980.000 TL;"10 Şubat
2023";"İzmir
Gaziemir"
911;Carrera 4S;RAIN CAR DAN PORSCHE CARRERA 4S CABRIO CHRONO HATASIZ;2013;83.300;Beyaz;6.289.000 TL;"10 Şubat
2023";"İstanbul
Kadıköy"
Panamera;Panamera Diesel;DISTRONİC-S­OĞUTMA-KÖR NOKTA-DİREKSİYON ISITMA-AİR-­MULTİMEDİA;2012;240.000;Beyaz;2.500.000 TL;"10 Şubat
2023";"Denizli
Pamukkale"
Taycan;4S Performance Plus;AUTOBAHN---PORSCHE TAYCAN 4S PLUS PERFORMANCE DOĞUŞ ÇIKIŞLI;2021;12.000;Siyah;5.375.000 TL;"10 Şubat
2023";"İstanbul
Kadıköy"
Taycan;4S Performance Plus;Kapalı garaj arabası;2021;24.000;Siyah;6.280.000 TL;"09 Şubat
2023";"Bursa
Osmangazi"
Panamera;Panamera 4S;-REGNO CAR-HATASIZ-FULL-ÖTV BARIŞLI-PANAMERA 4.8 4S 400 HP;2011;197.000;Beyaz;2.630.000 TL;"18 Ocak
2023";"Tekirdağ
Çorlu"
911;Carrera 4 GTS;AGR MOTORS 2022 PORSCHE CARRERA 4 GTS COUPE 480HP TAM DOLU;2022;6.113;Gri;13.950.000 TL;"18 Ocak
2023";"İstanbul
Beşiktaş"
911;Carrera GTS;RAGAZZİ 2022 PORSCHE 911 CARRERA GTS COUPE+CHRONO­+BOSE+ISITMA;2022;6.050;Beyaz;14.749.000 TL;"18 Ocak
2023";"İzmir
Bornova"
Panamera;Panamera Diesel;2012 100.000KM PANAMERA AİR+SOĞUTMA+KARBON+C­HRONO+BOSE+MULTİMEDİ;2012;100.000;Beyaz;3.050.000 TL;"18 Ocak
2023";"Ankara
Akyurt"
Panamera;Panamera Diesel;AKEL OTOMOTİV 2013 PANAMERA DİESEL PLATİNİUM EDİTİON FULL;2013;243.000;Beyaz;2.580.000 TL;"18 Ocak
2023";"İstanbul
Beylikdüzü"
Taycan;Turbo;NOBEL MOTORS 2020 PORSCHE TAYCAN TURBO-ARKA AKS-YOLCU EKRN-PDCC;2020;26.850;Beyaz;5.450.000 TL;"18 Ocak
2023";"İstanbul
Sarıyer"
Panamera;Panamera Diesel;2012 PORSCHE PANAMERA Platinium Edition Diesel FULL+FULL;2012;220.000;Beyaz;2.230.000 TL;"18 Ocak
2023";"İstanbul
Güngören"
Panamera;Panamera Diesel;AUTO BENLİ'DEN TR DE TEK PANAMERA 3.0 DIESEL 65.000 KM'DE BAYİ;2012;65.000;Beyaz;3.800.053 TL;"18 Ocak
2023";"Rize
Merkez"
718;Boxster;CAR-LEO 2018 PORSCHE 718 BOXSTER CABRİO BAYİ ÇIKIŞLI BORDO TAVAN;2018;27.750;Gri;3.125.000 TL;"18 Ocak
2023";"İstanbul
Bağcılar"
Panamera;Panamera 4S;autoMURAT'tan PORSCHE PANAMERA 4S BAYİ ÇIKIŞLI;2011;153.000;Siyah;3.500.000 TL;"18 Ocak
2023";"İstanbul
Bağcılar"
718;Boxster;TARGET MOTORS 2016 PORSCHE BOXSTER SPORT CHRONO BOSE ISITMA NAVİ;2016;45.000;Beyaz;3.070.000 TL;"18 Ocak
2023";"İstanbul
Beşiktaş"
Panamera;Panamera 4;ASLANOĞLU PLAZA'DAN 2011 PORSCHE PANAMERA 4 ISITMA SOĞUTMA BOSE;2011;153.000;Beyaz;1.975.000 TL;"18 Ocak
2023";"Gaziantep
Şehitkamil"
Panamera;Panamera Diesel;MYD MOTORS 2013 PANAMERA 3.0d 4KOLTUKSOĞTMA/36­0/KÖRNKTA/BOSE/;2013;149.000;Siyah;3.490.000 TL;"18 Ocak
2023";"Antalya
Muratpaşa"
Panamera;Panamera 4;ROXX MOTORS'DAN 127.000 KM KAZASIZ BOYASIZ PANAMERA 4;2011;127.000;Siyah;2.450.000 TL;"18 Ocak
2023";"İstanbul
Çekmeköy"
Panamera;Panamera Diesel;ROXX MOTORS'DAN 2012 PANAMERA DİZEL BAYİ ÇIKIŞLI;2012;200.000;Siyah;2.650.000 TL;"18 Ocak
2023";"İstanbul
Çekmeköy"
Panamera;Panamera Diesel;GÖZDE OTOMOTİVDEN PANAMERA 2013 3.0D 236.000KM VERGİ BRŞ;2013;236.000;Beyaz;2.750.000 TL;"18 Ocak
2023";"Bursa
Nilüfer"
Taycan;4S Performance Plus;"VDF BAYİDEN KREDİ DOĞUŞ GARANTİLİ 2020 TAYCAN PERFRMNS PLUS TRÜF
Yetkili Bayi";2020;10.500;Siyah;5.850.000 TL;"18 Ocak
2023";"İstanbul
Ataşehir"
911;Carrera S;BAVARIA GARAGE 2012 35.950 km PORSCHE 991 CARRERA S GARANTİLİ;2012;35.950;Siyah;5.450.000 TL;"18 Ocak
2023";"İstanbul
Sarıyer"
Panamera;Panamera Diesel;M2C GROUP 2012 PORSCHE PANAMERA AİR NAVİ ISIT SOGUT HATASIZ;2012;178.500;Siyah;2.460.000 TL;"18 Ocak
2023";"Bursa
Osmangazi"
Panamera;Panamera Diesel;İŞ CAR-ELK BAGJ-BOSE-VAKU­M-KARBON-ISIT & SOĞT-MARSHALA-4KEYLS;2013;189.000;Siyah;2.799.000 TL;"18 Ocak
2023";"İstanbul
Avcılar"
718;Boxster;ERFA PREMIUM 2017 PORSCHE BOXSTER ISITMA-HAFIZA-BAYİ;2017;38.000;Gri;3.190.000 TL;"18 Ocak
2023";"İstanbul
Ataşehir"
Taycan;Turbo S;AWCI MOTORS 2020 PORSCHE TAYCAN TURBO S SERAMİK KARBON FREN DIST;2020;6.001;Siyah;8.150.000 TL;"18 Ocak
2023";"İstanbul
Bakırköy"
Taycan;Turbo S;SAHİBİNDEN TURBO S;2020;9.800;Siyah;6.920.000 TL;"18 Ocak
2023";"İstanbul
Bakırköy"
Taycan;4S Performance Plus;TAM DOLU TAYCAN 4S PERFORMANCE PLUS 2+3 YIL BAYİİ GARANTİLİ;2020;18.900;Lacivert;5.350.000 TL;"18 Ocak
2023";"İstanbul
Bakırköy"
Panamera;Panamera Diesel;AUTOGOLD'DAN 2012 MODEL 3.0 DİESEL PANAMERA 220.000 KM'DE FULL;2012;222.000;Beyaz;2.550.000 TL;"18 Ocak
2023";"Sakarya
Karasu"
Panamera;Panamera Diesel;TRAMERSİZ DOĞUŞ BAYİ ÇIKIŞLI;2014;167.000;Beyaz;3.420.000 TL;"18 Ocak
2023";"Konya
Selçuklu"
Panamera;Panamera S;'X-CLUSIVE'2011 PANAMERA S 4.8 -TAM ÖTV - YETKİLİ SERVİS BAKIMLI;2011;159.000;Beyaz;3.250.000 TL;"18 Ocak
2023";"İstanbul
Sarıyer"
Boxster;Boxster;2007 CHRONO BOSE ISITMA SPOR EGZOZ LED STOP DOĞUŞ BAYİ ÇIKIŞLI;2007;83.175;Kırmızı;1.255.000 TL;"18 Ocak
2023";"İstanbul
Bağcılar"
Panamera;Panamera 4S;Caryaa Motorlu Araçlar;2011;150.000;Beyaz;2.050.000 TL;"18 Ocak
2023";"İstanbul
Bakırköy"
718;Cayman;2020 MODEL PORSCHE 718 CAYMAN;2020;6.001;Füme;3.850.000 TL;"18 Ocak
2023";"İstanbul
Pendik"
Taycan;4S Performance Plus;"VDF BAYİDEN KREDİ DOĞUŞ GARANTİLİ 2020 TAYCAN PERFORMANS PLUS+
Yetkili Bayi";2020;20.600;Siyah;5.850.000 TL;"18 Ocak
2023";"İstanbul
Ataşehir"
Panamera;Panamera Diesel;2012 PORSCHE PANAMERA DIESEL VERGİ BARIŞLI TAM DOLU;2012;89.500;Beyaz;2.975.000 TL;"18 Ocak
2023";"Ankara
Gölbaşı"
Taycan;4S Performance Plus;KAMIŞOĞLU OTOMOTİV TAYCAN 4 S HATASIZ BOYASIZ TRAMERSİZ;2020;17.850;Beyaz;5.050.000 TL;"18 Ocak
2023";"Bursa
Nilüfer"
Boxster;Boxster;Sahibinden Porsche Cabrıo 2008 Model;2008;177.000;Mavi;1.500.000 TL;"18 Ocak
2023";"Antalya
Konyaaltı"
Taycan;Taycan;Sahibinden Porsche taycan hatasız;2021;33.000;Siyah;4.750.000 TL;"18 Ocak
2023";"Gaziantep
Şehitkamil"
Taycan;Turbo;VOL MOTORS 2020 PORSCHE TAYCAN TURBO -ARKA AKS -22.000KM;2020;22.000;Siyah;5.000.000 TL;"18 Ocak
2023";"İstanbul
Esenyurt"
;;;;;;;;
Panamera;Panamera 4S Diesel;2017 PANAMERA 4S DİESEL-BAYİİ-SOĞU­TMA-AİRMATİC-ARKA AKS-21''JANT;2017;81.400;Füme;8.150.000 TL;"18 Ocak
2023";"Trabzon
Akçaabat"
Panamera;Panamera 4 Platinum Edition;PAR AUTO'DAN 2022 BAYİ PANAMERA4 BOSE+SĞTM+21JNT %18KDV FATURALI;2022;7.800;Siyah;11.200.000 TL;"18 Ocak
2023";"Samsun
Tekkeköy"
Panamera;Panamera Diesel;2012 PANAMERA 3.0D-HATASIZ-DOĞUŞ BAKIMLI-BAYİİ ÇIKIŞLI-FULLL;2012;130.000;Siyah;2.765.000 TL;"18 Ocak
2023";"Ankara
Çankaya"
911;Carrera S;'X-CLUSIVE' 2013 PORSCHE CARRERA S - TAM ÖTV;2013;70.000;Siyah;6.000.000 TL;"18 Ocak
2023";"İstanbul
Sarıyer"
Cayman;Cayman;HATASIZ PORSCHE CAYMAN;2008;98.000;Siyah;1.650.000 TL;"18 Ocak
2023";"İstanbul
Başakşehir"
Taycan;4S Performance Plus;SAHİBİNDEN TAYCAN 4S PERFORMANS ARA AKS+SPORT PLUS +CARBON;2020;7.100;Füme;6.250.000 TL;"18 Ocak
2023";"İstanbul
Kadıköy"
Taycan;Taycan;RAGAZZİ 2021 PORSCHE TAYCAN CHRONO+SOĞUT­MA+BOSE+YAN YOLCU EKRAN;2021;10.000;Mavi;5.450.000 TL;"18 Ocak
2023";"İzmir
Bornova"
Cayman;Cayman;PORSCHE CAYMAN-BAYİ PDK HATASIZ BOYASIZ TRAMERSİZ ORJİNAL!;2012;106.000;Kahverengi;2.045.000 TL;"17 Ocak
2023";"Ankara
Çankaya"
